Sample,,,,,,,,S1P d16:1 [M>113] Method,,,,S1P d16:1 [M>113] Results,,,,S1P d16:1 [M>60] Method,,,,S1P d16:1 [M>60] Results,,,,S1P d17:1 [M>113] Method,,,,S1P d17:1 [M>113] Results,,,,S1P d17:1 [M>60] Method,,,,S1P d17:1 [M>60] Results,,,,S1P d18:0 [M>113] Method,,,,S1P d18:0 [M>113] Results,,,,S1P d18:0 [M>60] Method,,,,S1P d18:0 [M>60] Results,,,,S1P d18:1 [M>113] Method,,,,S1P d18:1 [M>113] Results,,,,S1P d18:1 [M>60] Method,,,,S1P d18:1 [M>60] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Results,,,,S1P d18:2 [M>113] Method,,,,S1P d18:2 [M>113] Results,,,,S1P d18:2 [M>60] Method,,,,S1P d18:2 [M>60] Results,,,,S1P d19:1 [M>113] Method,,,,S1P d19:1 [M>113] Results,,,,S1P d19:1 [M>60] Method,,,,S1P d19:1 [M>60] Results,,,,S1P d20:1 [M>113] Method,,,,S1P d20:1 [M>113] Results,,,,S1P d20:1 [M>60] Method,,,,S1P d20:1 [M>60] Results,,,
,Quantitation Message,Data File,Name,Type,Level,Acq. Date-Time,Pos.,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI
,,089_SPL_S060_LZ130643.d,089_SPL_S060_LZ130643,Sample,,4/20/2018 8:48,P2-B9,Positive,408.3,113,29,3.463,2010,0.059,TRUE,Positive,408.3,60.1,29,3.463,7090,0.055,FALSE,Positive,422.3,113,29,3.429,1557,0.062,TRUE,Positive,422.3,60.1,29,3.437,4870,0.057,FALSE,Positive,438.3,113,29,3.384,5859,0.06,FALSE,Positive,438.3,60.1,29,3.384,11421,0.06,FALSE,Positive,436.3,113,29,3.402,26714,0.056,FALSE,Positive,436.3,60.1,29,3.402,105693,0.055,FALSE,Positive,440.3,113,29,3.408,9954,0.057,FALSE,Positive,440.3,60.1,29,3.4,41149,0.055,FALSE,Positive,434.3,113,29,3.436,6109,0.057,FALSE,Positive,434.3,60.1,29,3.436,24415,0.056,FALSE,Positive,450.4,113,29,3.291,139,0.075,FALSE,Positive,450.4,60.1,29,3.374,2143,0.057,FALSE,Positive,464.4,113,29,3.356,210,0.035,FALSE,Positive,464.4,60.1,29,3.34,463,0.059,FALSE
,,090_SPL_S061_Luder 0.d,090_SPL_S061_Luder 0,Sample,,4/20/2018 8:59,P2-C1,Positive,408.3,113,29,3.463,956,0.059,TRUE,Positive,408.3,60.1,29,3.463,3225,0.054,FALSE,Positive,422.3,113,29,3.437,1173,0.069,TRUE,Positive,422.3,60.1,29,3.429,2660,0.056,FALSE,Positive,438.3,113,29,3.376,6378,0.059,FALSE,Positive,438.3,60.1,29,3.384,10955,0.06,FALSE,Positive,436.3,113,29,3.402,24077,0.055,FALSE,Positive,436.3,60.1,29,3.402,105992,0.055,FALSE,Positive,440.3,113,29,3.4,10277,0.056,FALSE,Positive,440.3,60.1,29,3.4,45247,0.056,FALSE,Positive,434.3,113,29,3.436,4523,0.056,FALSE,Positive,434.3,60.1,29,3.436,17341,0.056,FALSE,Positive,450.4,113,29,3.266,95,0.053,FALSE,Positive,450.4,60.1,29,3.374,2812,0.058,FALSE,Positive,464.4,113,29,3.29,174,0.05,FALSE,Positive,464.4,60.1,29,3.34,759,0.064,TRUE
,,091_SPL_S062_Luder 1.d,091_SPL_S062_Luder 1,Sample,,4/20/2018 9:09,P2-C2,Positive,408.3,113,29,3.463,1529,0.059,TRUE,Positive,408.3,60.1,29,3.463,5153,0.054,FALSE,Positive,422.3,113,29,3.429,1216,0.065,FALSE,Positive,422.3,60.1,29,3.429,3227,0.057,TRUE,Positive,438.3,113,29,3.376,7538,0.059,FALSE,Positive,438.3,60.1,29,3.384,11857,0.061,FALSE,Positive,436.3,113,29,3.402,26972,0.055,FALSE,Positive,436.3,60.1,29,3.402,125978,0.055,FALSE,Positive,440.3,113,29,3.4,9953,0.055,FALSE,Positive,440.3,60.1,29,3.4,42434,0.055,FALSE,Positive,434.3,113,29,3.428,4676,0.057,FALSE,Positive,434.3,60.1,29,3.428,18801,0.056,FALSE,Positive,450.4,113,29,3.374,553,0.215,FALSE,Positive,450.4,60.1,29,3.366,3259,0.059,FALSE,Positive,464.4,113,29,3.34,745,0.183,FALSE,Positive,464.4,60.1,29,3.34,764,0.062,FALSE
,,092_SPL_S063_VM851335.d,092_SPL_S063_VM851335,Sample,,4/20/2018 9:19,P2-C3,Positive,408.3,113,29,3.463,1582,0.056,FALSE,Positive,408.3,60.1,29,3.463,4693,0.055,FALSE,Positive,422.3,113,29,3.429,1167,0.071,TRUE,Positive,422.3,60.1,29,3.429,2588,0.058,FALSE,Positive,438.3,113,29,3.376,10399,0.058,FALSE,Positive,438.3,60.1,29,3.384,17911,0.058,FALSE,Positive,436.3,113,29,3.402,27429,0.055,FALSE,Positive,436.3,60.1,29,3.402,116244,0.055,FALSE,Positive,440.3,113,29,3.4,8919,0.058,FALSE,Positive,440.3,60.1,29,3.4,40473,0.055,FALSE,Positive,434.3,113,29,3.436,5223,0.057,FALSE,Positive,434.3,60.1,29,3.436,21603,0.056,FALSE,Positive,450.4,113,29,3.274,140,0.073,FALSE,Positive,450.4,60.1,29,3.374,2166,0.058,FALSE,Positive,464.4,113,29,3.348,331,0.065,FALSE,Positive,464.4,60.1,29,3.34,691,0.059,FALSE
,,093_SPL_S064_VM851511.d,093_SPL_S064_VM851511,Sample,,4/20/2018 9:29,P2-C4,Positive,408.3,113,29,3.463,3016,0.056,FALSE,Positive,408.3,60.1,29,3.463,11353,0.055,FALSE,Positive,422.3,113,29,3.429,1751,0.062,FALSE,Positive,422.3,60.1,29,3.429,6161,0.057,FALSE,Positive,438.3,113,29,3.384,4493,0.062,FALSE,Positive,438.3,60.1,29,3.384,8117,0.062,FALSE,Positive,436.3,113,29,3.402,18811,0.055,FALSE,Positive,436.3,60.1,29,3.402,73144,0.055,FALSE,Positive,440.3,113,29,3.4,9530,0.056,FALSE,Positive,440.3,60.1,29,3.4,39074,0.056,FALSE,Positive,434.3,113,29,3.436,7713,0.056,FALSE,Positive,434.3,60.1,29,3.436,28298,0.056,FALSE,Positive,450.4,113,29,3.266,58,0.044,FALSE,Positive,450.4,60.1,29,3.366,1788,0.058,FALSE,Positive,464.4,113,29,3.265,143,0.071,FALSE,Positive,464.4,60.1,29,3.34,322,0.063,TRUE
,,094_BQC_PQC10.d,094_BQC_PQC10,Sample,,4/20/2018 9:40,P2-C5,Positive,408.3,113,29,3.463,1777,0.058,FALSE,Positive,408.3,60.1,29,3.463,6549,0.052,FALSE,Positive,422.3,113,29,3.429,1357,0.063,FALSE,Positive,422.3,60.1,29,3.429,4742,0.056,FALSE,Positive,438.3,113,29,3.384,9814,0.058,FALSE,Positive,438.3,60.1,29,3.384,17363,0.059,FALSE,Positive,436.3,113,29,3.402,35762,0.055,FALSE,Positive,436.3,60.1,29,3.402,142717,0.055,FALSE,Positive,440.3,113,29,3.4,10326,0.056,FALSE,Positive,440.3,60.1,29,3.4,38601,0.056,FALSE,Positive,434.3,113,29,3.436,5576,0.055,FALSE,Positive,434.3,60.1,29,3.436,22664,0.056,FALSE,Positive,450.4,113,29,3.382,662,0.063,FALSE,Positive,450.4,60.1,29,3.374,3336,0.058,FALSE,Positive,464.4,113,29,3.348,383,0.067,FALSE,Positive,464.4,60.1,29,3.348,885,0.04,FALSE
,,095_TQC_TQC06.d,095_TQC_TQC06,Sample,,4/20/2018 9:50,Vial 3,Positive,408.3,113,29,3.463,1928,0.056,FALSE,Positive,408.3,60.1,29,3.463,7082,0.06,FALSE,Positive,422.3,113,29,3.429,1453,0.059,FALSE,Positive,422.3,60.1,29,3.437,5763,0.057,FALSE,Positive,438.3,113,29,3.376,11318,0.058,FALSE,Positive,438.3,60.1,29,3.384,20614,0.06,FALSE,Positive,436.3,113,29,3.402,39181,0.055,FALSE,Positive,436.3,60.1,29,3.402,159057,0.055,FALSE,Positive,440.3,113,29,3.408,11794,0.057,FALSE,Positive,440.3,60.1,29,3.4,46711,0.056,FALSE,Positive,434.3,113,29,3.436,6023,0.057,FALSE,Positive,434.3,60.1,29,3.436,25736,0.056,FALSE,Positive,450.4,113,29,3.382,795,0.064,FALSE,Positive,450.4,60.1,29,3.374,3407,0.057,FALSE,Positive,464.4,113,29,3.348,822,0.068,FALSE,Positive,464.4,60.1,29,3.348,948,0.054,FALSE
,,096_SPL_S065_Biberstein 0.d,096_SPL_S065_Biberstein 0,Sample,,4/20/2018 10:00,P2-C6,Positive,408.3,113,29,3.463,3247,0.055,FALSE,Positive,408.3,60.1,29,3.463,11229,0.055,FALSE,Positive,422.3,113,29,3.437,1598,0.065,FALSE,Positive,422.3,60.1,29,3.429,5128,0.056,FALSE,Positive,438.3,113,29,3.376,10251,0.056,FALSE,Positive,438.3,60.1,29,3.384,17821,0.059,FALSE,Positive,436.3,113,29,3.402,35222,0.055,FALSE,Positive,436.3,60.1,29,3.402,153508,0.055,FALSE,Positive,440.3,113,29,3.408,10128,0.057,FALSE,Positive,440.3,60.1,29,3.4,40280,0.056,FALSE,Positive,434.3,113,29,3.436,7609,0.057,FALSE,Positive,434.3,60.1,29,3.436,33086,0.056,FALSE,Positive,450.4,113,29,3.374,632,0.079,FALSE,Positive,450.4,60.1,29,3.374,2752,0.056,FALSE,Positive,464.4,113,29,3.356,720,0.133,FALSE,Positive,464.4,60.1,29,3.34,740,0.065,FALSE
,,097_SPL_S066_Biberstein 1.d,097_SPL_S066_Biberstein 1,Sample,,4/20/2018 10:10,P2-C7,Positive,408.3,113,29,3.463,4408,0.056,FALSE,Positive,408.3,60.1,29,3.463,18705,0.055,FALSE,Positive,422.3,113,29,3.429,2031,0.06,TRUE,Positive,422.3,60.1,29,3.429,7704,0.057,FALSE,Positive,438.3,113,29,3.376,15075,0.058,FALSE,Positive,438.3,60.1,29,3.384,24264,0.06,FALSE,Positive,436.3,113,29,3.402,45491,0.055,FALSE,Positive,436.3,60.1,29,3.402,182891,0.055,FALSE,Positive,440.3,113,29,3.4,9615,0.056,FALSE,Positive,440.3,60.1,29,3.4,41795,0.055,FALSE,Positive,434.3,113,29,3.436,7226,0.057,FALSE,Positive,434.3,60.1,29,3.436,32639,0.056,FALSE,Positive,450.4,113,29,3.382,617,0.085,FALSE,Positive,450.4,60.1,29,3.366,4036,0.057,FALSE,Positive,464.4,113,29,3.34,309,0.063,FALSE,Positive,464.4,60.1,29,3.34,802,0.056,TRUE
,,098_SPL_S067_VM852651.d,098_SPL_S067_VM852651,Sample,,4/20/2018 10:21,P2-C8,Positive,408.3,113,29,3.455,1426,0.059,FALSE,Positive,408.3,60.1,29,3.463,5321,0.055,FALSE,Positive,422.3,113,29,3.429,1498,0.063,FALSE,Positive,422.3,60.1,29,3.429,4302,0.056,TRUE,Positive,438.3,113,29,3.376,15160,0.057,FALSE,Positive,438.3,60.1,29,3.376,25445,0.059,FALSE,Positive,436.3,113,29,3.402,36068,0.056,FALSE,Positive,436.3,60.1,29,3.402,157246,0.055,FALSE,Positive,440.3,113,29,3.4,9550,0.056,FALSE,Positive,440.3,60.1,29,3.4,38989,0.056,FALSE,Positive,434.3,113,29,3.428,6482,0.057,FALSE,Positive,434.3,60.1,29,3.428,25195,0.056,FALSE,Positive,450.4,113,29,3.374,643,0.104,FALSE,Positive,450.4,60.1,29,3.366,3219,0.056,FALSE,Positive,464.4,113,29,3.34,688,0.076,FALSE,Positive,464.4,60.1,29,3.34,1144,0.059,TRUE
,S1P d19:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1P d20:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099_SPL_S068_Pasalic 0.d,099_SPL_S068_Pasalic 0,Sample,,4/20/2018 10:31,P2-C9,Positive,408.3,113,29,3.463,1148,0.059,FALSE,Positive,408.3,60.1,29,3.463,4886,0.055,FALSE,Positive,422.3,113,29,3.429,1281,0.069,TRUE,Positive,422.3,60.1,29,3.429,2524,0.058,TRUE,Positive,438.3,113,29,3.376,12760,0.058,FALSE,Positive,438.3,60.1,29,3.384,20255,0.06,FALSE,Positive,436.3,113,29,3.402,30813,0.055,FALSE,Positive,436.3,60.1,29,3.402,132692,0.055,FALSE,Positive,440.3,113,29,3.4,9977,0.057,FALSE,Positive,440.3,60.1,29,3.4,40923,0.056,FALSE,Positive,434.3,113,29,3.436,4608,0.056,FALSE,Positive,434.3,60.1,29,3.436,18511,0.057,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.374,3085,0.057,FALSE,Positive,464.4,113,29,,,,FALSE,Positive,464.4,60.1,29,3.34,743,0.063,FALSE,
,,100_SPL_S069_Pasalic 1.d,100_SPL_S069_Pasalic 1,Sample,,4/20/2018 10:41,P2-D1,Positive,408.3,113,29,3.463,1046,0.057,FALSE,Positive,408.3,60.1,29,3.463,3568,0.055,FALSE,Positive,422.3,113,29,3.437,1062,0.067,TRUE,Positive,422.3,60.1,29,3.429,2537,0.057,FALSE,Positive,438.3,113,29,3.376,12679,0.058,FALSE,Positive,438.3,60.1,29,3.384,20084,0.058,FALSE,Positive,436.3,113,29,3.402,31224,0.054,FALSE,Positive,436.3,60.1,29,3.402,136097,0.055,FALSE,Positive,440.3,113,29,3.4,10106,0.057,FALSE,Positive,440.3,60.1,29,3.4,42809,0.056,FALSE,Positive,434.3,113,29,3.436,3952,0.056,FALSE,Positive,434.3,60.1,29,3.436,15914,0.054,FALSE,Positive,450.4,113,29,3.382,694,0.071,FALSE,Positive,450.4,60.1,29,3.374,3441,0.058,FALSE,Positive,464.4,113,29,3.331,680,0.085,FALSE,Positive,464.4,60.1,29,3.348,810,0.05,FALSE
,,101_SPL_S070_VM853323.d,101_SPL_S070_VM853323,Sample,,4/20/2018 10:51,P2-D2,Positive,408.3,113,29,3.463,2741,0.056,FALSE,Positive,408.3,60.1,29,3.463,11892,0.054,FALSE,Positive,422.3,113,29,3.429,1838,0.059,FALSE,Positive,422.3,60.1,29,3.429,5980,0.056,FALSE,Positive,438.3,113,29,3.376,9827,0.059,FALSE,Positive,438.3,60.1,29,3.384,15736,0.06,FALSE,Positive,436.3,113,29,3.402,33193,0.055,FALSE,Positive,436.3,60.1,29,3.402,134704,0.055,FALSE,Positive,440.3,113,29,3.4,8943,0.057,FALSE,Positive,440.3,60.1,29,3.4,37878,0.056,FALSE,Positive,434.3,113,29,3.436,5553,0.057,FALSE,Positive,434.3,60.1,29,3.436,21998,0.056,FALSE,Positive,450.4,113,29,3.382,834,0.066,FALSE,Positive,450.4,60.1,29,3.374,3392,0.058,FALSE,Positive,464.4,113,29,3.273,131,0.066,FALSE,Positive,464.4,60.1,29,3.34,623,0.066,TRUE
,,102_SPL_S071_VM854686.d,102_SPL_S071_VM854686,Sample,,4/20/2018 11:02,P2-D3,Positive,408.3,113,29,3.463,1191,0.058,FALSE,Positive,408.3,60.1,29,3.463,4651,0.055,FALSE,Positive,422.3,113,29,3.429,1262,0.072,TRUE,Positive,422.3,60.1,29,3.429,3025,0.057,FALSE,Positive,438.3,113,29,3.376,4843,0.059,FALSE,Positive,438.3,60.1,29,3.384,7974,0.061,FALSE,Positive,436.3,113,29,3.402,14841,0.055,FALSE,Positive,436.3,60.1,29,3.402,64404,0.055,FALSE,Positive,440.3,113,29,3.4,9548,0.056,FALSE,Positive,440.3,60.1,29,3.4,39050,0.056,FALSE,Positive,434.3,113,29,3.436,4128,0.055,FALSE,Positive,434.3,60.1,29,3.436,17325,0.056,FALSE,Positive,450.4,113,29,3.274,58,0.039,FALSE,Positive,450.4,60.1,29,3.374,1341,0.057,FALSE,Positive,464.4,113,29,3.257,119,0.064,FALSE,Positive,464.4,60.1,29,3.34,408,0.049,TRUE
,,103_SPL_S072_Mooser 0.d,103_SPL_S072_Mooser 0,Sample,,4/20/2018 11:12,P2-D4,Positive,408.3,113,29,3.463,774,0.071,TRUE,Positive,408.3,60.1,29,3.463,1875,0.054,FALSE,Positive,422.3,113,29,3.437,795,0.071,TRUE,Positive,422.3,60.1,29,3.429,1799,0.058,FALSE,Positive,438.3,113,29,3.376,8494,0.059,FALSE,Positive,438.3,60.1,29,3.384,13562,0.06,FALSE,Positive,436.3,113,29,3.402,26561,0.055,FALSE,Positive,436.3,60.1,29,3.402,107269,0.055,FALSE,Positive,440.3,113,29,3.4,9677,0.057,FALSE,Positive,440.3,60.1,29,3.4,37633,0.056,FALSE,Positive,434.3,113,29,3.436,2709,0.058,FALSE,Positive,434.3,60.1,29,3.436,10311,0.056,FALSE,Positive,450.4,113,29,3.374,706,0.094,FALSE,Positive,450.4,60.1,29,3.366,2364,0.052,FALSE,Positive,464.4,113,29,3.348,453,0.082,FALSE,Positive,464.4,60.1,29,3.34,502,0.061,TRUE
,,104_BQC_PQC11.d,104_BQC_PQC11,Sample,,4/20/2018 11:22,P2-D5,Positive,408.3,113,29,3.463,1889,0.056,FALSE,Positive,408.3,60.1,29,3.463,6746,0.055,FALSE,Positive,422.3,113,29,3.437,1362,0.063,FALSE,Positive,422.3,60.1,29,3.429,4426,0.056,TRUE,Positive,438.3,113,29,3.384,10216,0.059,FALSE,Positive,438.3,60.1,29,3.384,19281,0.059,FALSE,Positive,436.3,113,29,3.402,35988,0.056,FALSE,Positive,436.3,60.1,29,3.402,147506,0.055,FALSE,Positive,440.3,113,29,3.408,10621,0.056,FALSE,Positive,440.3,60.1,29,3.4,41423,0.056,FALSE,Positive,434.3,113,29,3.436,5371,0.057,FALSE,Positive,434.3,60.1,29,3.436,23920,0.056,FALSE,Positive,450.4,113,29,3.382,548,0.079,FALSE,Positive,450.4,60.1,29,3.374,2977,0.058,FALSE,Positive,464.4,113,29,3.34,617,0.07,FALSE,Positive,464.4,60.1,29,3.34,829,0.06,TRUE
,S1P d20:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105_SPL_S073_Mooser 1.d,105_SPL_S073_Mooser 1,Sample,,4/20/2018 11:33,P2-D6,Positive,408.3,113,29,3.463,1018,0.06,FALSE,Positive,408.3,60.1,29,3.463,3229,0.055,FALSE,Positive,422.3,113,29,3.429,1014,0.065,FALSE,Positive,422.3,60.1,29,3.429,2809,0.057,FALSE,Positive,438.3,113,29,3.376,10940,0.059,FALSE,Positive,438.3,60.1,29,3.384,18884,0.06,FALSE,Positive,436.3,113,29,3.402,35818,0.055,FALSE,Positive,436.3,60.1,29,3.402,147392,0.055,FALSE,Positive,440.3,113,29,3.4,10320,0.057,FALSE,Positive,440.3,60.1,29,3.4,46782,0.056,FALSE,Positive,434.3,113,29,3.436,4562,0.057,FALSE,Positive,434.3,60.1,29,3.436,17308,0.056,FALSE,Positive,450.4,113,29,3.374,576,0.053,FALSE,Positive,450.4,60.1,29,3.366,2550,0.047,FALSE,Positive,464.4,113,29,,,,FALSE,Positive,464.4,60.1,29,3.34,729,0.059,FALSE,
,,106_SPL_S074_LZ127043.d,106_SPL_S074_LZ127043,Sample,,4/20/2018 11:43,P2-D7,Positive,408.3,113,29,3.463,1714,0.058,FALSE,Positive,408.3,60.1,29,3.463,6846,0.055,FALSE,Positive,422.3,113,29,3.429,1575,0.06,FALSE,Positive,422.3,60.1,29,3.429,5396,0.055,FALSE,Positive,438.3,113,29,3.376,10249,0.058,FALSE,Positive,438.3,60.1,29,3.384,17906,0.06,FALSE,Positive,436.3,113,29,3.402,28949,0.056,FALSE,Positive,436.3,60.1,29,3.402,122582,0.055,FALSE,Positive,440.3,113,29,3.4,10107,0.057,FALSE,Positive,440.3,60.1,29,3.4,45832,0.056,FALSE,Positive,434.3,113,29,3.436,5280,0.057,FALSE,Positive,434.3,60.1,29,3.436,21675,0.056,FALSE,Positive,450.4,113,29,3.374,697,0.064,FALSE,Positive,450.4,60.1,29,3.374,2713,0.058,FALSE,Positive,464.4,113,29,3.348,234,0.099,FALSE,Positive,464.4,60.1,29,3.348,595,0.116,FALSE
,,107_SPL_S075_Rota 0.d,107_SPL_S075_Rota 0,Sample,,4/20/2018 11:53,P2-D8,Positive,408.3,113,29,3.463,1365,0.057,FALSE,Positive,408.3,60.1,29,3.463,4774,0.055,FALSE,Positive,422.3,113,29,3.429,1321,0.065,FALSE,Positive,422.3,60.1,29,3.429,3590,0.059,TRUE,Positive,438.3,113,29,3.376,17140,0.058,FALSE,Positive,438.3,60.1,29,3.384,30794,0.058,FALSE,Positive,436.3,113,29,3.402,37780,0.055,FALSE,Positive,436.3,60.1,29,3.402,167693,0.055,FALSE,Positive,440.3,113,29,3.4,10610,0.057,FALSE,Positive,440.3,60.1,29,3.4,45580,0.056,FALSE,Positive,434.3,113,29,3.436,4799,0.057,FALSE,Positive,434.3,60.1,29,3.436,18772,0.056,FALSE,Positive,450.4,113,29,3.374,576,0.062,FALSE,Positive,450.4,60.1,29,3.374,3997,0.058,FALSE,Positive,464.4,113,29,3.348,361,0.099,FALSE,Positive,464.4,60.1,29,3.34,912,0.047,FALSE
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,108_SPL_S076_Geissbühler 0.d,108_SPL_S076_Geissbühler 0,Sample,,4/20/2018 12:03,P2-D9,Positive,408.3,113,29,3.463,1531,0.059,FALSE,Positive,408.3,60.1,29,3.463,5909,0.055,FALSE,Positive,422.3,113,29,3.429,1654,0.062,FALSE,Positive,422.3,60.1,29,3.429,5333,0.057,FALSE,Positive,438.3,113,29,3.376,9523,0.059,FALSE,Positive,438.3,60.1,29,3.384,19127,0.06,FALSE,Positive,436.3,113,29,3.402,39169,0.055,FALSE,Positive,436.3,60.1,29,3.402,162247,0.055,FALSE,Positive,440.3,113,29,3.4,10899,0.057,FALSE,Positive,440.3,60.1,29,3.4,46739,0.056,FALSE,Positive,434.3,113,29,3.436,5190,0.058,FALSE,Positive,434.3,60.1,29,3.436,19760,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.374,4249,0.057,FALSE,Positive,464.4,113,29,3.34,718,0.053,FALSE,Positive,464.4,60.1,29,3.34,1014,0.058,FALSE,
,,109_SPL_S077_Geissbühler 1.d,109_SPL_S077_Geissbühler 1,Sample,,4/20/2018 12:14,P2-E1,Positive,408.3,113,29,3.463,1350,0.058,FALSE,Positive,408.3,60.1,29,3.463,5843,0.055,FALSE,Positive,422.3,113,29,3.429,1594,0.064,FALSE,Positive,422.3,60.1,29,3.429,4681,0.057,FALSE,Positive,438.3,113,29,3.376,8640,0.058,FALSE,Positive,438.3,60.1,29,3.384,15988,0.06,FALSE,Positive,436.3,113,29,3.402,33007,0.055,FALSE,Positive,436.3,60.1,29,3.402,129971,0.055,FALSE,Positive,440.3,113,29,3.4,9164,0.057,FALSE,Positive,440.3,60.1,29,3.4,39954,0.056,FALSE,Positive,434.3,113,29,3.436,4929,0.057,FALSE,Positive,434.3,60.1,29,3.436,17486,0.056,FALSE,Positive,450.4,113,29,3.374,421,0.099,FALSE,Positive,450.4,60.1,29,3.374,3114,0.058,FALSE,Positive,464.4,113,29,3.34,207,0.075,FALSE,Positive,464.4,60.1,29,3.34,1058,0.059,TRUE
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110_SPL_S078_LZ128706.d,110_SPL_S078_LZ128706,Sample,,4/20/2018 12:24,P2-E2,Positive,408.3,113,29,3.463,1842,0.058,FALSE,Positive,408.3,60.1,29,3.463,5726,0.055,FALSE,Positive,422.3,113,29,3.429,1667,0.059,FALSE,Positive,422.3,60.1,29,3.429,5133,0.056,FALSE,Positive,438.3,113,29,3.376,9275,0.058,FALSE,Positive,438.3,60.1,29,3.384,16278,0.06,FALSE,Positive,436.3,113,29,3.402,33028,0.055,FALSE,Positive,436.3,60.1,29,3.402,128757,0.055,FALSE,Positive,440.3,113,29,3.4,9621,0.056,FALSE,Positive,440.3,60.1,29,3.4,42391,0.056,FALSE,Positive,434.3,113,29,3.436,4921,0.057,FALSE,Positive,434.3,60.1,29,3.436,18142,0.055,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.374,3159,0.058,FALSE,Positive,464.4,113,29,3.348,788,0.036,FALSE,Positive,464.4,60.1,29,3.34,994,0.06,FALSE,
,S1P d19:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
